State,time_of_day_sin,time_of_day_cos,hrv_sdnn,rmssd,hrv_7day_slope,hr_delta_from_resting,sleep_efficiency,deep_sleep_pct,rem_pct,awakening_count,late_night_wakefulness,respiratory_rate,wrist_temp_delta
sleepless,0.7071067811865476,-0.7071067811865475,29.97501568634723,23.630249362528755,-0.15298845085586474,11.893141895290146,0.6331542949608812,0.18619440732449727,0.2287481122754974,3.0,1.0,,
struggling,-0.25881904510252157,0.9659258262890681,54.034916628673415,28.409034220547234,-1.0,5.22735948610677,0.8151253805781611,0.164185460038657,0.2976244948884608,1.0,0.0,13.832292348722241,-0.16250845087257992
anxious,0.49999999999999994,0.8660254037844387,,13.917590499227892,-0.07383502742846342,17.40184782606543,0.8805456200223901,0.27920366216056197,0.30365832475176563,2.0,0.0,20.163340145777585,-0.4295560947827462
restful,-0.5000000000000004,0.8660254037844384,60.643512506036615,56.55130669891097,0.29174260243851696,-1.5699059348649889,,0.26627402195200994,0.2224009388640436,2.0,0.0,9.993102176758835,
recovering,-0.2588190451025208,-0.9659258262890683,35.03298147681876,39.27200083518306,0.46589582101029026,12.326306467617282,,0.2574760719152266,0.186412036422255,1.0,0.0,18.072496940995155,-0.16762252117695597
struggling,-0.5000000000000004,0.8660254037844384,53.595379314314,25.24628792141037,-0.8276190512756807,19.446238830691183,0.8589900338773037,0.2948629347872738,0.3359977251214588,4.0,0.0,14.347804334958193,0.5533435249771325
sleepless,-0.2588190451025208,-0.9659258262890683,29.75551134723682,25.51864177751353,0.05863213077444619,21.658926565214784,0.7056972333399576,0.2653252522009219,0.37588219468942163,4.0,1.0,,
sleepless,0.7071067811865476,-0.7071067811865475,21.637505722597993,,0.02704197288255345,12.701509284994497,0.496630794496097,0.17354157414439397,0.2748329839081426,8.0,1.0,15.844344460078549,0.16296319183215868
depleted,0.258819045102521,-0.9659258262890682,18.769122749368133,24.42305658830716,-0.774854911110946,5.887148865419883,,0.20545470557414608,0.24581591888399018,3.0,0.0,15.520670765870287,0.015041125505148743
depleted,0.9659258262890683,0.25881904510252074,23.237354054115787,26.43586650294347,-0.24755760542141853,2.1819949936901955,0.6083533786207672,0.22758311543840118,0.1879372317379981,1.0,0.0,14.830432359541518,-0.11460039640409364
resilient,0.258819045102521,-0.9659258262890682,,43.70049513364233,0.20635463479926247,4.145395252554017,0.9320277493270553,0.21600600092698571,0.2590736358256155,1.0,0.0,14.973976456248007,-0.2164802720695941
anxious,-0.5000000000000004,0.8660254037844384,17.92790243929958,18.60137680562086,-0.12199999109594782,28.668342970443064,0.8017908497414945,0.12730268982138607,0.2504236637085577,1.0,0.0,19.693785607364187,-0.2050406583817974
unknown,-0.2588190451025208,-0.9659258262890683,67.07220571071903,50.25493074238645,-0.1294079247925348,8.01969489514126,,0.23364644028171722,0.20791893123864277,0.0,0.0,14.452134412587672,-0.06817170078581147
struggling,0.25881904510252074,0.9659258262890683,34.723071192769105,33.971312232775375,-1.0,13.605732947777511,0.9750099062523703,0.22607956898888376,0.20870983270870164,0.0,0.0,12.41322943937103,0.7673351558772501
struggling,0.8660254037844387,-0.4999999999999998,42.18631402305106,,-0.9429035210943879,9.855383714412577,,0.22911724028796232,0.2128827384863335,1.0,0.0,12.883900655726071,0.5852195621193568
unknown,0.7071067811865476,-0.7071067811865475,17.33132974900177,,-0.47335509137762044,-14.288769827960085,0.7820063184466134,0.21627371179901816,0.3087184556181951,1.0,0.0,12.285581367559946,
resilient,-0.8660254037844384,-0.5000000000000004,43.499642314922646,48.36241965888753,0.6202584943921448,11.756833980904851,0.8362968486872027,0.19943905769800796,0.27138130455022824,0.0,0.0,15.718232934031347,-0.059690329928363574
restful,-0.8660254037844384,-0.5000000000000004,61.87421751435115,63.49741729596687,0.4709568348465969,0.8823519739413737,0.83797762037533,0.23173227212676273,0.3103648755486162,1.0,0.0,,0.20228382863542238
restful,0.49999999999999994,0.8660254037844387,61.53843305358777,78.33917302329672,0.5726866655477061,-0.11071780437904488,,0.09861666899669573,0.24028796823101653,1.0,0.0,12.65783194218265,-0.04643954485343833
resilient,-1.0,-1.8369701987210297e-16,55.12152956748208,37.8427127816137,0.06605121614040207,2.2282520056320743,0.7316310977067567,0.2255624703722882,0.26218148698911015,1.0,0.0,9.85266238985565,0.08904817668565539
restful,0.0,1.0,80.10722266759417,42.39621893807082,0.5055172881431625,-3.19633126349336,0.9388404492730223,0.25136289778713095,0.2380795663259307,0.0,0.0,11.679722721221168,0.2985955962025504
depleted,0.258819045102521,-0.9659258262890682,23.13081956162097,21.3548251604409,-0.6248908217519777,-0.8307288697849886,0.6741219779662778,0.2853205569662653,0.18369686997654208,3.0,0.0,15.307348470590279,0.13937664585490317
struggling,1.0,6.123233995736766e-17,5.523749238985317,26.010544664269354,-0.5925850994686033,13.030375442495417,0.7029103173663032,0.2276975383438981,0.2718549180094315,0.0,0.0,,0.1854070763583207
resilient,0.7071067811865475,0.7071067811865476,52.05912994477894,,0.7021332133028834,1.0415675508741638,0.7718056453310822,0.15421384309136557,0.21426515729164955,2.0,0.0,,0.08957880533706748
struggling,0.7071067811865476,-0.7071067811865475,69.2703292015471,22.485995033600993,-0.4864677969294248,15.181163043882663,,0.1744663138532017,0.26841128976547607,2.0,0.0,16.24854742167285,0.16195107800982622
unknown,1.2246467991473532e-16,-1.0,31.46378888732473,46.1242210230822,-0.33355250612149695,14.226181605535483,,0.2244180358187364,0.168244132681301,0.0,0.0,16.886878726266456,0.016015764891432693
sleepless,0.25881904510252074,0.9659258262890683,36.78237334418594,14.99144953777505,0.01342861661877849,13.811236309722771,,0.22161214331396886,0.28946512095876914,4.0,1.0,12.186406303795781,0.202663256420266
depleted,0.7071067811865476,-0.7071067811865475,29.053287666540207,22.787795070797632,-0.5140844196558741,6.773483230486995,0.637317684214883,0.14782168440903162,0.27482879567495283,2.0,0.0,17.489809823816497,0.24215891599099182
recovering,-0.8660254037844386,0.5000000000000001,30.74383593822182,51.14181226900389,0.7794012865378135,10.454117259383235,0.8434298748898318,0.20739697324846024,0.20404944387355925,2.0,0.0,15.537965028232447,0.01635842968074244
depleted,-0.7071067811865477,0.7071067811865474,22.151755789774047,21.794104742348722,-0.48538812036449036,2.959162957750614,,0.1908286673874142,0.256536534561528,0.0,0.0,16.90565110277059,0.29215635786486355
resilient,0.7071067811865475,0.7071067811865476,58.36326273750083,39.70071107839654,0.37022299823169325,5.233997697507783,0.8269499361323047,0.18571303036485287,0.25053279582366816,1.0,0.0,12.105567085970977,-0.2174413767375928
recovering,-0.9659258262890683,-0.25881904510252063,24.37258905348929,39.371694013256146,0.7830262658949326,6.505293643656971,0.8913285481842204,0.20436828777214577,0.3473364546785459,0.0,0.0,15.71868888460189,-0.005000261881165404
sleepless,0.8660254037844386,0.5000000000000001,,12.699151045983163,0.2035308566575582,13.39216452111216,0.6409190036528578,0.20286651588869684,0.2332219542653807,6.0,1.0,,-0.2107595938731276
resilient,-1.0,-1.8369701987210297e-16,67.82790946216926,33.78192397713106,0.5859460865637525,2.2362367938244256,,0.2783058308809785,0.25735425657674976,4.0,0.0,15.219743138039851,-0.06816677284137859
anxious,0.25881904510252074,0.9659258262890683,25.348928895303445,18.23079022066639,-0.5399302176568955,13.830694298252133,0.9218379560268897,0.10115759149672382,0.1866160823852747,2.0,0.0,16.709804905612614,0.30865826289672754
struggling,0.258819045102521,-0.9659258262890682,,16.1778887117796,-0.830906849806411,12.275714668157438,0.8068722291806673,0.19797996356642344,0.2634971529021986,0.0,0.0,14.145171595857997,0.4108767128101161
sleepless,-0.8660254037844384,-0.5000000000000004,27.895506950282055,11.559321244433525,-0.09293488584251158,18.676122307175355,,0.20013150714527472,0.30232300902589976,4.0,1.0,16.109673882508012,-0.15384674057278558
struggling,0.7071067811865476,-0.7071067811865475,,,-0.7929671117390215,10.79159316429037,0.9402509724312855,0.10851842870540508,0.3016245371391161,0.0,0.0,17.234919963884497,0.3092120237899925
restful,0.25881904510252074,0.9659258262890683,56.83427602262616,51.17937372292603,0.3678226781562244,-1.9391822960398506,0.9178208672862537,0.23519015773145388,0.2562829192772237,0.0,0.0,,-0.10688636672398784
anxious,0.9659258262890683,0.25881904510252074,21.959785522003376,15.426057661490882,-0.10773118493296184,3.6031948484891743,0.8147094787384552,0.2424285218206828,0.2597634694645655,1.0,0.0,18.731619303681608,0.32392817531691565
anxious,0.9659258262890683,-0.25881904510252063,6.931939535203448,16.2403073532025,0.35867038999447365,18.802332122571816,0.8147965753491785,0.12093915296579644,0.26538434045421283,0.0,0.0,19.77611833684179,-0.057923271534998724
sleepless,-1.0,-1.8369701987210297e-16,23.795556282515086,18.35258258634713,0.07591285003034653,24.70345521059207,0.7335781664550155,0.23964784875275466,0.2655371690067288,3.0,1.0,20.284246939736445,0.12703985317421776
anxious,0.49999999999999994,-0.8660254037844387,14.057018482851024,20.076675128103034,0.16546436283051252,19.178582648056818,0.9133301581773317,0.1572995088550369,0.25988550747314343,0.0,0.0,17.294034327897666,-0.17161141704938374
recovering,0.258819045102521,-0.9659258262890682,42.510823531340414,31.165055840804513,0.7247294498614946,13.820215930919918,0.8375748033410824,0.2181903997577538,0.1567374813629714,0.0,0.0,14.671367675190647,0.04423849182807655
anxious,0.8660254037844387,-0.4999999999999998,,13.278847434281955,0.19967520758811494,27.183884382272574,0.8282826026090072,0.21100426417151497,0.2881588815366017,3.0,0.0,18.710935071294177,-0.47577977121256265
struggling,0.25881904510252074,0.9659258262890683,25.91619277365706,33.04344412490739,-0.8257166036715542,8.138637841893127,0.7845960114188925,0.21204729914335224,0.2543543525460636,0.0,0.0,14.117218710674093,0.1600347640215019
struggling,0.9659258262890683,-0.25881904510252063,52.821302502720435,27.49608410085373,-0.8308106645124983,16.605310963522804,0.7940823955716929,0.09344728520422758,0.23635145608827537,0.0,0.0,13.46187556108968,0.6787954405158237
resilient,0.49999999999999994,-0.8660254037844387,41.477339115138605,30.470642712023952,0.16292738438185608,11.127669629694203,0.9441834710549475,0.11607260690525427,0.1798546020011369,2.0,0.0,17.612959274439742,-0.22538785037475484
struggling,-0.8660254037844386,0.5000000000000001,33.90896692877699,,-0.666656470569925,9.798344051341079,0.9242746001872306,0.21089562608004733,0.29123138193046505,1.0,0.0,,0.3663319307787376
resilient,0.7071067811865475,0.7071067811865476,31.434972649589632,46.21920015965433,0.8175232229149181,11.950530800435534,0.7860598764393194,0.22649953847057724,0.348441091592529,1.0,0.0,17.563175185829692,-0.40033312975124447
struggling,0.7071067811865476,-0.7071067811865475,42.749233198622825,33.3764974851417,-0.7088144060332096,9.589310238203495,0.9248401139518505,0.1538411941026045,0.3107182882046788,1.0,0.0,14.315688701827698,0.06515593728083774
recovering,-0.8660254037844386,0.5000000000000001,11.00209900670919,41.004365776258425,0.6894433603114204,6.418859133447386,0.8558353948843864,0.26864424206614174,0.2212124560136397,0.0,0.0,14.779990049031959,0.2448656148820396
unknown,-0.9659258262890684,0.2588190451025203,,41.67533689074554,0.5159206249323156,-3.266215178471473,,0.1680769149203022,0.1630404899242225,1.0,0.0,13.546683312431991,
resilient,-0.7071067811865471,-0.7071067811865479,52.87078600280051,,0.9685534759314682,2.25181045756682,0.7153679052684128,0.1827512870367209,0.1808578579588731,0.0,0.0,13.775882524577598,-0.08651775535665972
depleted,0.9659258262890683,-0.25881904510252063,,12.81187012199028,-0.5326506318198767,5.302866141872026,0.7884618556763421,0.19188988718434974,0.24976651027543822,1.0,0.0,16.177457355762773,-0.06981727037812023
restful,0.7071067811865475,0.7071067811865476,,,0.7121917607634898,-3.9978529883165814,0.8768929152592345,0.2120726044329149,0.2744390918625511,0.0,0.0,15.255697881656689,0.2110458901510174
sleepless,0.7071067811865476,-0.7071067811865475,27.882392270885653,27.32295883012887,-0.27516684779979156,15.51685619994313,0.6586731283555036,0.19497563866449125,0.29795294070281625,4.0,1.0,15.745165493804734,0.04571767082036782
struggling,0.258819045102521,-0.9659258262890682,25.38316630893874,12.45366915228636,-1.0,10.358270814870671,0.8277602187644905,0.18486245021511455,0.2601756929245461,1.0,0.0,16.322411659227,0.85418075180045
anxious,-0.2588190451025208,-0.9659258262890683,23.25201258048475,3.6325180214473907,-0.2322921952785023,16.951118761168047,0.919104211749879,0.19501644453473682,0.21098301656772053,1.0,0.0,,-0.1015242357690295
unknown,-0.7071067811865471,-0.7071067811865479,40.920298459189375,63.998797427362746,0.022384224970637228,5.597946062901585,0.9440728064124203,0.2115522468279463,0.25218248114693237,0.0,0.0,11.899039475685544,
struggling,-0.7071067811865477,0.7071067811865474,59.5379176162854,28.509858265562755,-0.6234949859510935,12.728382383579392,0.724224327216741,0.21210256341927933,0.21825160858773063,0.0,0.0,17.315972913057585,1.2367689310984535
anxious,-0.9659258262890683,-0.25881904510252063,,16.26437765051003,-0.30666734066270884,30.158231523479195,,0.2139722130789847,0.2709671589973309,0.0,0.0,20.28374155485805,0.09970803886216946
restful,-0.8660254037844386,0.5000000000000001,59.415135954209624,55.04116584537922,-1.0,-0.4942407258785002,,0.19974570084023516,0.29799830478912215,3.0,0.0,11.46241240361644,0.1964333455103321
restful,-0.7071067811865477,0.7071067811865474,63.37441727524106,59.81160890047615,0.208619922882379,-4.928954471909465,0.9562370733163479,0.23432383669595908,0.22812162166435843,1.0,0.0,13.619116934832936,0.18790091832619452
restful,-0.8660254037844386,0.5000000000000001,94.95973970203714,54.60979731393424,0.16684419151842964,1.4083332520981453,0.9415650228612354,0.20827586634875855,0.2638066368475496,1.0,0.0,15.882159289829929,
anxious,0.258819045102521,-0.9659258262890682,16.037487961599005,9.385755291184493,-0.5751354142354032,12.240153940515155,0.7937637845896249,0.21444033977726765,0.24293504404848748,1.0,0.0,18.84416478952028,0.36267930661101966
struggling,-0.9659258262890683,-0.25881904510252063,,30.251133524497178,-1.0,3.466305987124912,0.8036518051145919,0.21986298305759108,0.23430646243399644,1.0,0.0,13.94504819502755,-0.15924088269901537
restful,1.0,6.123233995736766e-17,53.168426254908944,36.49371908657105,0.3851134884441969,-3.977238895136807,0.8988838821184343,0.23132376564889862,0.21979422105964266,1.0,0.0,11.553099684764174,0.2973263241085348
recovering,-0.9659258262890684,0.2588190451025203,48.231840457678395,36.79196387688112,0.9211100988474544,15.084144514071365,0.959424492430597,0.241333267459806,0.2819109951283695,1.0,0.0,14.522275058412541,0.4618408761328372
resilient,-0.25881904510252157,0.9659258262890681,53.365573843270035,,0.04587866813138314,5.086902327016819,,0.19617176679816595,0.30357222248646004,0.0,0.0,13.819976458826842,0.16780335902062188
anxious,-0.5000000000000004,0.8660254037844384,29.566145214875178,11.724065141597936,-0.6107132639876838,25.21884820117348,0.8866992493283136,0.2271982055516087,0.2746355331836095,1.0,0.0,16.49453230245924,0.329258348706176
anxious,1.0,6.123233995736766e-17,,15.53582775488026,0.6006693293814878,5.4548515877663135,0.7727377445745218,0.25791229146255623,0.26745471476539845,2.0,0.0,,-0.1856957010826349
struggling,0.8660254037844387,-0.4999999999999998,39.75885559820869,34.293716816236156,-0.8548416513531827,18.570169804006472,0.9164954293879555,0.15433103632390188,0.2570956547367641,3.0,0.0,13.226274972622472,0.6775164804099247
anxious,0.0,1.0,22.04566345821855,15.530042110197378,-0.6946362846718612,10.262385382541941,0.877792296637274,0.19808877463383615,0.202057533668742,1.0,0.0,19.215410902606248,-0.08229872548324779
anxious,0.9659258262890683,0.25881904510252074,,,0.34183902565591073,21.178580007652645,0.9159739485313219,0.18326411868566975,0.3218417679594058,2.0,0.0,20.68176855946103,-0.0014498101752162982
restful,0.9659258262890683,0.25881904510252074,80.45479265876398,,0.7191788219542018,-5.42851132429171,0.8588246466314162,0.26313149855338774,0.24648078413832683,1.0,0.0,12.65935959033994,0.23798637253526989
struggling,-0.7071067811865477,0.7071067811865474,32.36099311087942,24.707526089670257,-0.6620793538209482,15.42014027279028,0.7937811621025522,0.13742954569315546,0.24238348920065314,1.0,0.0,15.626585744888722,0.5821997786789538
restful,0.258819045102521,-0.9659258262890682,88.5560283629952,63.61047813821702,-0.619869059963853,-2.2618192306784857,0.8941823590533455,0.16734572146863708,0.2893872494123402,1.0,0.0,11.48709202343615,-0.01706387123668737
resilient,-0.7071067811865477,0.7071067811865474,36.71523182491826,32.898078926191545,0.3842856339776288,4.927721357876497,0.8140741247344598,0.2633723517823917,0.24897962485323444,0.0,0.0,15.333005584915869,-0.14640034401988447
unknown,0.258819045102521,-0.9659258262890682,49.417935038801545,17.515753870621747,-0.8144894978436104,1.7408523770954112,0.7921045852280437,0.20799749313863125,0.24680336767571673,2.0,0.0,,0.08789460990566483
resilient,0.7071067811865476,-0.7071067811865475,,,0.052995919113599965,2.3028558271256556,0.8929905322920608,0.2221151680566402,0.19705703962040422,0.0,0.0,12.264615931822947,
unknown,-0.5000000000000004,0.8660254037844384,71.0403828522798,44.86321372357208,0.21457759313066577,-17.170523917134606,0.9367478959096647,0.1889386744665997,0.20867412231721774,0.0,0.0,13.58689672284691,-0.2144856814162334
restful,0.9659258262890683,0.25881904510252074,59.60503746795446,53.08569147359869,-0.763143486996276,0.6783707356431807,0.916527491041574,0.21943317254678868,0.24082475591266864,0.0,0.0,,
resilient,-0.8660254037844384,-0.5000000000000004,,,-0.18531871773745062,9.027563962928191,0.7953316694127228,0.19573365362476053,0.313301463630547,2.0,0.0,,-0.30116451020149304
struggling,-1.0,-1.8369701987210297e-16,68.87186435296007,,-0.6040545819927322,14.189820563919705,0.7482984594834429,0.14569965245831634,0.19477792059156598,1.0,0.0,,0.2196334819154238
sleepless,-0.9659258262890683,-0.25881904510252063,15.217791463456011,,-0.12475556290534505,20.914372478611156,0.5949227990726841,0.2722293125522848,0.19419819874972247,5.0,1.0,,-0.1362620295512378
restful,0.9659258262890683,0.25881904510252074,63.88613605671504,32.359621141500774,0.09195523646950081,-2.0133316836511086,0.9445558862831991,0.2023145110322743,0.20623364989915954,1.0,0.0,12.422075124555409,-0.06253442428379784
unknown,-0.25881904510252157,0.9659258262890681,22.03792744957658,55.67540602186058,0.4342810141492255,-19.477305511044136,0.7412881261621685,0.21186902331480056,0.2844156139748794,0.0,0.0,10.796054819886852,0.4465300503853912
recovering,-1.0,-1.8369701987210297e-16,12.080180849055388,49.28651082857209,0.5770366550204126,15.3323396657266,,0.1862572606185519,0.23613453559613376,2.0,0.0,16.107173814222385,-0.3396477697810137
unknown,0.7071067811865476,-0.7071067811865475,56.60996952964145,24.83288780329454,0.2629119320162634,-3.1235755631103572,0.8927269880467866,0.2765821781839154,0.2063776934434776,0.0,0.0,17.717699360553958,0.37250067208951937
recovering,-0.25881904510252157,0.9659258262890681,50.25793417226029,,0.3678058708546035,7.974486810887053,0.8388710816132299,0.2284596225175617,0.2832713441654711,0.0,0.0,14.536091680425496,0.10505224409415204
anxious,0.9659258262890683,-0.25881904510252063,,12.349995172696225,0.2518849252381354,17.019433165877032,0.8798167864221834,0.1878598952898975,0.20185617797153005,0.0,0.0,19.179473920303842,0.0774995353558244
resilient,-0.8660254037844386,0.5000000000000001,61.47579247349658,62.75571235130586,0.22954101970770066,3.402767603447664,0.8716609229740704,0.2130976820317477,0.2547455492889265,2.0,0.0,13.295731769739096,-0.08901780692217426
recovering,-0.25881904510252157,0.9659258262890681,30.522568282212347,42.518080657722095,0.21721666016073315,18.208557457074072,0.8980482048616659,0.15496153378696464,0.18490338907628873,0.0,0.0,16.49307108041469,0.27331518050529435
unknown,0.9659258262890683,0.25881904510252074,,38.439551762050975,-0.4955018086023141,10.557288749126208,0.9574054590676502,0.19588879463744485,0.32083218031861127,1.0,0.0,,-0.015720616859671292
anxious,-0.8660254037844386,0.5000000000000001,22.802820644026895,11.642025304894489,-0.33760889523706883,20.396279063007995,0.8024897099818559,0.17579804167097152,0.3074437551178951,3.0,0.0,18.395802698521013,0.20213510748653896
sleepless,1.0,6.123233995736766e-17,30.61481009896353,33.80938064203456,-0.8444905406108136,22.78621981861779,,0.12986697681777123,0.25087260518611365,4.0,1.0,19.532911107837577,0.06052154404383286
struggling,-0.25881904510252157,0.9659258262890681,44.53183908020017,,-0.6906198144716352,5.388293210335108,,0.20642789558186092,0.32949362417189315,0.0,0.0,17.898539488227286,0.6408506757055901
struggling,0.0,1.0,44.675596579168484,28.670028720257896,-1.0,13.813688334774305,,0.1812318305807037,0.21875158934160827,2.0,0.0,,0.7234307392959325
struggling,-0.9659258262890683,-0.25881904510252063,37.459714727531534,15.271924493265997,-0.5180626126878025,13.475010145310847,0.7546841619013096,0.2741113672851282,0.19375115934191844,4.0,0.0,12.53264407517771,0.551028262631921
recovering,-0.25881904510252157,0.9659258262890681,40.122007362582586,43.7079794225988,0.7715227357305497,-0.2572212518209511,0.9810184536908958,0.12607438986910263,0.3256818756726706,1.0,0.0,13.505445141067907,-0.16332689578776458
sleepless,-0.9659258262890684,0.2588190451025203,28.893281085746054,25.361328488725352,0.04619440734881061,28.94898676647198,,0.17861254807757576,0.20142232907745947,4.0,1.0,15.913440824223732,
recovering,0.258819045102521,-0.9659258262890682,4.911313243793209,35.38480147646962,0.4778177401101599,6.0650594114556,0.81947287335806,0.21366330614364373,0.2453596924252624,1.0,0.0,14.095000284257285,0.18656121283996083
